Name,Overall,Position
T. Ream,73.0,CB
A. Maxim,73.0,WM
N. Navarro,73.0,GK
A. Rispoli,73.0,WM
I. Baldé,73.0,ST
Miguel Vieira,73.0,CB
L. Freeman,73.0,WM
G. Hooper,73.0,ST
R. Emond,73.0,ST
E. Terranova,73.0,CB
S. Dewaest,73.0,CB
Nélson Oliveira,73.0,ST
A. Losilla,73.0,CDM
F. Meza,73.0,CB
C. Mathenia,73.0,GK
O. Ntcham,73.0,CM
M. Knoll,73.0,CDM
A. Bakasetas,73.0,CAM
M. Barrios,73.0,WM
S. Salcedo,73.0,CB
Perdigão,73.0,FW
Galeno,73.0,FW
Bóveda,73.0,FB
Marc Mateu,73.0,FB
G. Saville,73.0,CM
R. Christie,73.0,CM
P. Foden,73.0,CAM
T. Foket,73.0,FB
P. Schiattarella,73.0,CM
F. Sørensen,73.0,CB
D. Ward,73.0,GK
L. Diony,73.0,WM
R. Krunić,73.0,CM
Riesgo,73.0,GK
J. Howson,73.0,CM
J. Van Damme,73.0,CB
M. Martins,73.0,ST
W. Faríñez,73.0,GK
B. Dibassy,73.0,FB
T. Reginiussen,73.0,CB
G. Rivas,73.0,ST
Benjamin Meseira,73.0,FB
C. Ninga,73.0,FW
M. Suttner,73.0,FB
G. van der Wiel,73.0,CB
W. González,73.0,ST
T. Hořava,73.0,CAM
P. Tachtsidis,73.0,CDM
W. Saïd,73.0,WM
E. Cerutti,73.0,WM
Gustavo Lobateiro,73.0,WAM
Pere Milla,73.0,CAM
J. Johansson,73.0,CM
T. Murg,73.0,WM
J. Ramírez,73.0,FW
F. Vicari,73.0,CB
K. Adams Nuhu,73.0,CB
P. Nardi,73.0,GK
H. Magnússon,73.0,FB
O. Edouard,73.0,ST
D. Rice,73.0,CDM
Evandro Rochedo,73.0,ST
K. Westwood,73.0,GK
Bracali,73.0,GK
M. Sperduti,73.0,WM
Y. Gómez Andrade,73.0,CB
G. Peruzzi,73.0,FB
Toni Villa,73.0,CF
Y. Gordillo,73.0,CDM
Ricardo,73.0,ST
B. Sanneh,73.0,CB
Michel Cruceiro,73.0,CDM
L. Burián,73.0,GK
M. Tekdemir,73.0,CDM
K. Lamprou,73.0,GK
I. Mbaye,73.0,FB
A. Browne,73.0,CAM
G. Pazzini,73.0,ST
Eduardo,73.0,CM
C. Santos,73.0,ST
E. Mendy,73.0,GK
M. Ngadeu-Ngadjui,73.0,CB
L. Mazzitelli,73.0,CM
J. Lolley,73.0,WM
A. Traoré,73.0,CAM
V. Stocker,73.0,WM
D. Alar,73.0,ST
J. Añor,73.0,WM
A. Donis,73.0,ST
M. Gazzola,73.0,FB
F. Diagne,73.0,CB
S. Schaars,73.0,CDM
M. Poundjé,73.0,FB
F. Hinestroza,73.0,WM
A. Hahn,73.0,WM
V. Shepelev,73.0,CDM
M. Leitner,73.0,CDM
R. Skov,73.0,WM
B. Guzan,73.0,GK
M. Mitrović,73.0,CB
A. Luthe,73.0,GK
A. Traoré,73.0,FB
N. Uysal,73.0,CB
G. Donati,73.0,FB
A. Ujah,73.0,ST
A. Kravets,73.0,ST
Z. Tomašević,73.0,CB
M. Borjan,73.0,GK
S. Lukić,73.0,CDM
C. Goldson,73.0,CB
Rubén Alcaraz,73.0,CM
L. Ulloa,73.0,ST
Iván López,73.0,FB
S. Amrabat,73.0,CM
M. Wöber,73.0,CB
F. Lucioni,73.0,CB
Calero,73.0,CB
C. Marrugo,73.0,CAM
J. Forlín,73.0,CB
L. Janson,73.0,CF
B. Bolingoli,73.0,FB
Thiago Santana,73.0,ST
K. Rausch,73.0,FB
N. Etheridge,73.0,GK
Aitor Sanz,73.0,CDM
Frederico Venâncio,73.0,CB
M. Grujić,73.0,CDM
M. Langerak,73.0,GK
H. Manzala,73.0,WM
Paulinho,73.0,FW
W. Troost-Ekong,73.0,CB
D. Fagundez,73.0,CAM
U. Demirok,73.0,CB
R. Kruse,73.0,WM
T. Matlaba,73.0,FB
G. Banguera,73.0,GK
A. Özbiliz,73.0,FW
S. Al Dawsari,73.0,WM
I. Success,73.0,WM
A. Long,73.0,CB
M. Škoda,73.0,ST
A. Diakhaby,73.0,WM
D. Kadah,73.0,CAM
A. Ríos,73.0,CM
J. Mateta,73.0,ST
F. Cacciatore,73.0,FB
R. van Rhijn,73.0,FB
R. Pérez,73.0,CB
A. Baumjohann,73.0,CAM
R. Elm,73.0,CM
H. Kaldırım,73.0,FB
F. Monetti,73.0,GK
K. Nababkin,73.0,WM
S. Williams,73.0,CDM
M. Stępiński,73.0,ST
M. Pazdan,73.0,CB
T. Al Jassam,73.0,CAM
M. Heller,73.0,WM
V. Pajot,73.0,CM
Y. Asad,73.0,WM
Y. Banana,73.0,FB
W. Montillo,73.0,CAM
L. Waldschmidt,73.0,ST
Y. Makarenko,73.0,CM
J. Mæhle,73.0,FB
A. Reach,73.0,CAM
Y. Ayhan,73.0,CB
N. Skubic,73.0,FB
Frédéric Mendy,73.0,ST
D. Pizarro,73.0,CM
Pierrino Faria,73.0,GK
Adrián González,73.0,CDM
F. Tobio,73.0,CB
R. Sigurðsson,73.0,CB
K. Reichel,73.0,FB
Nivo Serpinho,73.0,GK
M. Wagué,73.0,CB
M. Klich,73.0,WM
A. Abdennour,73.0,CB
B. Wood,73.0,ST
Álex Pérez,73.0,CB
G. Cano,73.0,ST
I. Arboleda,73.0,GK
A. Domínguez,73.0,GK
O. Kragl,73.0,WM
José Rodríguez,73.0,CM
F. Pardo,73.0,WM
R. Doan,73.0,WM
O. Hiljemark,73.0,CM
J. McGinn,73.0,CM
V. Vada,73.0,CM
R. Halliche,73.0,CB
L. Marrone,73.0,CB
G. Cimirot,73.0,CM
K. Wilczek,73.0,ST
João Amaral,73.0,WM
R. Bengtsson,73.0,CB
E. Johansson,73.0,CB
Hélder Lopes,73.0,FB
Serginho,73.0,ST
M. Linnes,73.0,FB
S. Tibbling,73.0,CM
S. Simič,73.0,CB
W. Trapp,73.0,CDM
N. Radonjić,73.0,FW
M. Sau,73.0,ST
J. Schieber,73.0,ST
Botía,73.0,CB
W. Kanon,73.0,CB
Amilton,73.0,FW
J. Ito,73.0,WM
Edgar Badía,73.0,GK
N. Penneteau,73.0,GK
V. Lazaro,73.0,WM
V. Wormgoor,73.0,CB
A. Hunou,73.0,WM
L. Gamba,73.0,ST
Kim Seung Joon,73.0,FW
R. Krhin,73.0,CDM
J. Herrera,73.0,GK
B. Stancu,73.0,ST
A. Tashaev,73.0,WM
M. Frantz,73.0,WM
R. Bezus,73.0,CM
Shin Hwa Yong,73.0,GK
R. Genevois,73.0,CB
M. Degenek,73.0,CB
Oswaldito Cuba,73.0,FB
C. Rigamonti,73.0,GK
Wallace,73.0,CB
J. Kovařík,73.0,WM
Douglas Luiz,73.0,CM
V. Torosidis,73.0,FB
N. Isimat-Mirin,73.0,CB
Rúben Ferreira,73.0,FB
L. Gil,73.0,CDM
P. Diop,73.0,CM
Z. Machach,73.0,CAM
M. Bettinelli,73.0,GK
A. Peñaranda,73.0,ST
K. Frei,73.0,WM
Sergi Samper,73.0,CDM
R. Lod,73.0,WM
H. Saivet,73.0,CM
A. Regattin,73.0,WM
Mauro Cildinho,73.0,FB
J. Ikoko,73.0,FB
P. Chavarría,73.0,ST
R. Bennett,73.0,CB
K. Hansen,73.0,CB
S. Gürler,73.0,WM
D. Dainelli,73.0,CB
M. Mantovani,73.0,CB
A. Zeneli,73.0,WM
João Carvalho,73.0,CAM
N. Barazite,73.0,CAM
M. Aguirregaray,73.0,FB
A. Ricaurte,73.0,WM
D. Randolph,73.0,GK
Omar Ramos,73.0,WM
D. Jensen,73.0,GK
J. Duque,73.0,CDM
E. Reynoso,73.0,CM
J. Elez,73.0,CB
J. Gutiérrez,73.0,CM
M. Leye,73.0,ST
K. Naughton,73.0,FB
Caio Secco,73.0,GK
B. Bianchi,73.0,CB
E. Barco,73.0,WM
T. Leistner,73.0,CB
R. Kishna,73.0,FW
F. Bachirou,73.0,CM
K. Rezaei,73.0,ST
D. Vukovic,73.0,GK
R. Nouri,73.0,WM
J. Gómez,73.0,FB
Y. Gouffran,73.0,WM
Manu García,73.0,CAM
I. Köybaşı,73.0,FB
Juan Villar,73.0,WM
Y. Namli,73.0,WM
G. Blanco,73.0,ST
A. Ramos,73.0,ST
M. Jedinák,73.0,CDM
M. Rybus,73.0,FB
J. Barroso,73.0,CB
A. Cohen,73.0,CDM
B. Raman,73.0,WM
A. McGeady,73.0,WM
B. Reid,73.0,ST
Hervías,73.0,WM
L. Pocrnjic,73.0,GK
S. Ingason,73.0,CB
T. Heurtaux,73.0,CB
G. Wikheim,73.0,FW
Valdivia,73.0,CAM
S. Cáseres,73.0,CDM
A. Gunnarsson,73.0,CM
L. Hinterseer,73.0,ST
S. Peeters,73.0,CM
U. Agbo,73.0,CDM
D. Luckassen,73.0,CB
M. Terrier,73.0,ST
Marcos Guilherme,73.0,WM
T. Parker,73.0,CB
A. Lookman,73.0,WM
P. Mouche,73.0,WM
A. Rosina,73.0,FW
B. Bannan,73.0,CDM
Édundo Oliveira,73.0,CB
Guilherme,73.0,WM
A. Solari,73.0,WM
H. Barnes,73.0,CAM
V. Coufal,73.0,FB
S. Di Carmine,73.0,ST
C. Roldan,73.0,WM
F. Lemoine,73.0,CM
Djalma,73.0,WM
D. Lukebakio,73.0,ST
Y. Benalouane,73.0,CB
L. Pisculichi,73.0,CAM
Edinho,73.0,ST
Paolito Serra,73.0,CB
J. Fleck,73.0,CM
L. Rosić,73.0,CB
F. Soldano,73.0,ST
A. Hansen,73.0,GK
V. García,73.0,FB
F. Sánchez,73.0,FB
C. Carmona,73.0,CDM
B. Sigurðarson,73.0,ST
Y. Yotún,73.0,CDM
G. Zardes,73.0,ST
J. Ménez,73.0,ST
S. Prediger,73.0,CDM
A. Webster,72.0,CB
I. Damonte,72.0,CM
A. Dioussé,72.0,CDM
Laure,72.0,FB
N. Karelis,72.0,ST
Vesga,72.0,CDM
V. Jovanović,72.0,CB
J. Filipović,72.0,CB
J. Cuevas,72.0,FW
Rober Ibáñez,72.0,WM
J. Zmrhal,72.0,WM
J. Murphy,72.0,WM
D. Siovas,72.0,CB
J. Pohjanpalo,72.0,ST
R. Pierre-Gabriel,72.0,FB
H. Droguett,72.0,CAM
B. Corgnet,72.0,WM
A. Benali,72.0,CAM
V. Ibarbo,72.0,ST
F. Boulaya,72.0,FW
A. Blin,72.0,CDM
H. Aleesami,72.0,FB
J. Kenny,72.0,FB
D. Livaković,72.0,GK
R. Koolwijk,72.0,CDM
B. Parker,72.0,CAM
K. Omeruo,72.0,CB
G. Letizia,72.0,FB
D. Dessoleil,72.0,CB
C. Nørgaard,72.0,CDM
Manu Del Moral,72.0,ST
A. Cordaz,72.0,GK
J. Correa,72.0,WM
M. Morishige,72.0,CB
Bruno Tabata,72.0,FW
I. Mboyo,72.0,ST
P. Kasami,72.0,CAM
S. Montoya,72.0,CAM
T. Aoyama,72.0,CM
João Félix,72.0,FW
H. Diallo,72.0,ST
Bruno Lamas,72.0,CAM
P. Gerkens,72.0,CF
G. Di Lorenzo,72.0,FB
S. Sam,72.0,WM
B. Kayal,72.0,CM
Wellington Nem,72.0,CAM
A. Johansson,72.0,CB
Jon Bautista,72.0,ST
E. Mulder,72.0,GK
Isaías,72.0,CDM
D. Bessa,72.0,CM
K. Karaman,72.0,WM
A. Malarz,72.0,GK
C. Carbonero,72.0,CM
Naranjo,72.0,ST
J. Ruddy,72.0,GK
T. Barnetta,72.0,CAM
A. Jóhannsson,72.0,ST
M. Murillo,72.0,FB
Patric,72.0,FB
O. El Hajjam,72.0,FB
M. Lehmann,72.0,CDM
F. Ceccherini,72.0,CB
N. Aguirre,72.0,CM
R. Bauer,72.0,FB
Otávinho Vila,72.0,CDM
A. Mendy,72.0,ST
D. Malen,72.0,FW
V. Granat,72.0,CB
P. Aránguiz,72.0,CAM
Sandelas Júnior,72.0,CDM
O. Hawsawi,72.0,CB
F. Silva,72.0,CM
B. Carrasco,72.0,WM
J. Schunke,72.0,CB
S. Ujkani,72.0,GK
G. Castellani,72.0,CM
L. Jiménez,72.0,FW
Dener,72.0,CM
M. Flekken,72.0,GK
Pedro Nuno,72.0,FW
D. Kamada,72.0,CF
N. Bendtner,72.0,ST
Lee Chang Min,72.0,CM
João Pedro,72.0,FB
M. Bakakis,72.0,FB
Zeng Cheng,72.0,GK
M. James,72.0,CM
G. Vural,72.0,FB
M. Pérez,72.0,ST
T. Chery,72.0,CAM
D. Milićević,72.0,CAM
G. McAuley,72.0,CB
M. Barrow,72.0,FW
A. Scholz,72.0,CB
Timo Triano,72.0,CDM
A. Elmohamady,72.0,FB
Lucas Piazon,72.0,FW
C. Baeza,72.0,CM
Kim Min Jae,72.0,CB
Fábio Pacheco,72.0,CDM
A. Maher,72.0,CM
J. Akpa Akpro,72.0,CM
M. Frey,72.0,ST
S. Vittor,72.0,CB
Romarinho,72.0,ST
B. Srarfi,72.0,FW
D. Khocholava,72.0,CB
C. Puggioni,72.0,GK
T. Necid,72.0,ST
T. Lees,72.0,CB
L. Castro,72.0,ST
P. Cissé,72.0,CB
Pimentiscinho,72.0,CDM
E. Stevens,72.0,FB
Aitor,72.0,GK
I. Hayden,72.0,CDM
R. Strieder,72.0,CDM
R. Noir,72.0,WM
Juankar,72.0,FB
Brandon Thomas,72.0,ST
J. Bijlow,72.0,GK
H. Wilson,72.0,FW
A. González,72.0,FW
C. Jean,72.0,WM
T. Adams,72.0,CM
O. Zahustel,72.0,FB
Casadesús,72.0,ST
T. Moulin,72.0,CDM
D. Riascos,72.0,ST
B. Osborn,72.0,WM
Vieiraldo Junior,72.0,CDM
P. Billing,72.0,CM
E. Ponce,72.0,ST
Enzo Merques,72.0,FB
Rômulo Calsede,72.0,ST
Marlion Simões,72.0,FB
Jota,72.0,WM
Pedro Tiba,72.0,CDM
M. Torsiglieri,72.0,CB
D. Maietta,72.0,CB
E. Özgenç,72.0,FB
D. Buitrago,72.0,WAM
C. Peralta,72.0,ST
A. Walke,72.0,GK
R. Thelander,72.0,CB
E. Unsain,72.0,GK
Jorge Pombo,72.0,ST
Porphirinho,72.0,CDM
L. Cabrera,72.0,CB
G. Núñez,72.0,WM
E. Berggreen,72.0,ST
E. Lamanna,72.0,GK
K. Kusk,72.0,WM
R. Espinoza,72.0,CM
J. Bahebeck,72.0,ST
C. Marshall,72.0,CB
Z. Ferhat,72.0,WM
M. Pack,72.0,CM
P. Lasogga,72.0,ST
D. Verde,72.0,FW
Alessinito,72.0,CDM
J. Nsame,72.0,ST
A. Fransson,72.0,CM
J. Babin,72.0,CB
L. Suárez,72.0,WM
R. Shotton,72.0,FB
Rafa Soares,72.0,FB
J. Galván,72.0,CB
V. Belec,72.0,GK
T. Lawrence,72.0,WM
M. Sobottka,72.0,CDM
A. Farías,72.0,CM
F. Gaibor,72.0,CDM
Rafael Leão,72.0,ST
Fernandinho,72.0,WM
P. Crouch,72.0,ST
S. Adegbenro,72.0,FW
E. Martínez,72.0,GK
Roberto Torres,72.0,CAM
N. De la Cruz,72.0,CAM
Rúben Micael,72.0,CM
S. Koroki,72.0,ST
C. Medjani,72.0,CDM
M. Makola,72.0,CM
D. Sinkgraven,72.0,FB
F. Romagna,72.0,CB
Kiko Olivas,72.0,CB
I. Balliu,72.0,FB
T. Pledl,72.0,WM
Leordinho Paes,72.0,WAM
A. Tuanzebe,72.0,CB
R. Wolf,72.0,GK
L. Abecasis,72.0,FB
P. Kunde Malong,72.0,CDM
Y. Orozco,72.0,FW
A. Bouzat,72.0,FW
L. Mothiba,72.0,ST
A. Rojas,72.0,CDM
R. Walter,72.0,CM
S. Gakpé,72.0,WM
Joselu,72.0,ST
Angulo,72.0,ST
Ricardo Valente,72.0,WM
M. Kean,72.0,ST
S. Dioudis,72.0,GK
S. Pellissier,72.0,ST
B. Afobe,72.0,ST
C. Gytkjær,72.0,ST
Kim Jin Su,72.0,FB
A. Cerri,72.0,ST
F. Hübner,72.0,CB
R. Strebinger,72.0,GK
A. Çalık,72.0,CB
J. Ledley,72.0,CDM
A. Mobara,72.0,FB
V. Găman,72.0,CB
Hao Junmin,72.0,CM
L. Aued,72.0,CM
C. Molinaro,72.0,FB
S. Medina,72.0,FB
K. Diks,72.0,FB
A. Büyük,72.0,WM
Guitián,72.0,CB
C. Christie,72.0,CM
R. Žulj,72.0,CF
João Afonso,72.0,CB
S. Decarli,72.0,CB
R. McCormack,72.0,ST
B. Trawally,72.0,ST
R. Danzé,72.0,FB
Hwang Hee Chan,72.0,ST
S. Coopman,72.0,CAM
S. Perica,72.0,ST
A. Mena,72.0,FW
Rubén García,72.0,WM
Jairinhazo,72.0,WAM
Diogo Dalot,72.0,FB
Pedro Sánchez,72.0,WM
P. Arajuuri,72.0,CB
Álex Fernández,72.0,CAM
Jessé Ledeiro,72.0,CAM
T. Torun,72.0,CAM
J. Windass,72.0,CAM
T. Romanczuk,72.0,CDM
K. Pedersen,72.0,FB
L. Carole,72.0,FB
F. Al Muwallad,72.0,WM
S. van de Streek,72.0,CAM
Renato Santos,72.0,WM
Àngel Rangel,72.0,FB
L. Reyes,72.0,FB
K. Letica,72.0,GK
C. Brunt,72.0,CM
I. Mbenza,72.0,ST
A. Castro,72.0,WM
O. Nyland,72.0,GK
M. Iori,72.0,CM
D. Pavelka,72.0,CM
R. Keogh,72.0,CB
Adrián Burnabão,72.0,WAM
F. Sammaritano,72.0,WM
J. Fernández,72.0,WM
Munir,72.0,GK
J. Nieto,72.0,CM
Carlos Fernández,72.0,ST
S. Mosquera,72.0,WM
J. Pereira,72.0,CB
Jorge Carvallinho,72.0,CB
R. Řezník,72.0,CB
Y. Mulumbu,72.0,CDM
A. Esswein,72.0,WM
L. Boyé,72.0,WM
J. van Overeem,72.0,CDM
M. Mahi,72.0,ST
D. Henderson,72.0,GK
I. Lewczuk,72.0,CB
F. Kroos,72.0,CM
F. Quignon,72.0,CM
D. N'Dinga,72.0,CDM
Welinton,72.0,CB
L. Jiménez,72.0,CB
N. Mushekwi,72.0,ST
J. Jugas,72.0,CB
Claiton,72.0,CB
G. Zusi,72.0,FB
J. Mauri,72.0,CM
L. Sigali,72.0,CB
I. Seck,72.0,CDM
D. Gonzo,72.0,WM
Su Boyang,72.0,GK
L. Caldirola,72.0,CB
G. Hauche,72.0,WM
B. Hrgota,72.0,ST
D. Morales,72.0,CAM
M. Milligan,72.0,CB
D. Čop,72.0,ST
A. Andrade,72.0,CM
F. Ricci,72.0,FW
A. Ömür,72.0,WM
M. Erdinç,72.0,ST
D. Zabala,72.0,WM
R. Canouse,72.0,CDM
A. Hoffmann,72.0,CB
J. Mattheij,72.0,CB
M. Sprocati,72.0,FW
J. Torres Nilo,72.0,CB
D. Kombarov,72.0,FB
R. Métanire,72.0,FB
João Schmidt,72.0,CM
H. Palacios,72.0,FB
Gao Lin,72.0,ST
A. Gerndt,72.0,ST
H. Bandé,72.0,FW
E. Jakupović,72.0,GK
L. Ardente,72.0,GK
S. Koç,72.0,WM
E. Andersen,72.0,WM
E. Insúa,72.0,FB
Simy,72.0,ST
G. Angella,72.0,CB
Felipe,72.0,CM
J. Correa,72.0,ST
F. Coloccini,72.0,CB
S. Frei,72.0,GK
F. Ceravolo,72.0,ST
F. Eboa Eboa,72.0,CB
A. Abedzadeh,72.0,GK
S. Gustafson,72.0,CM
A. Tello,72.0,CM
O. Hurmacı,72.0,WM
R. Gutiérrez,72.0,ST
N. Murru,72.0,FB
W. Zimmerman,72.0,CB
G. Lanaro,72.0,CB
I. Canuto,72.0,CB
S. Nakamura,72.0,CAM
Vasco Fernandes,72.0,CB
Luís Leal,72.0,ST
M. González,72.0,WM
J. Barreiro,72.0,CB
Clayton Fildeiras,72.0,WAM
N. Mazraoui,72.0,FB
Bruno Uvini,72.0,CB
R. Sigurjónsson,72.0,CM
P. Arriola,72.0,WM
E. Buendía,72.0,WM
G. Gillet,72.0,CDM
B. Méndez,72.0,CB
A. Briseño,72.0,CB
S. Sáez,72.0,ST
F. Zuqui,72.0,WM
R. Lamah,72.0,WM
Paulao Junqueiras,72.0,ST
G. Escobar,72.0,FB
S. Żurkowski,72.0,CM
Diego Ângelo,72.0,CB
M. Johansson,72.0,FB
O. John,72.0,WM
Filipe Augusto,72.0,CDM
F. Lértora,72.0,CDM
A. Barboza,72.0,CB
T. Savanier,72.0,CM
Daniel Guimarães,72.0,GK
E. Ofori,72.0,CM
E. Karaca,72.0,WM
D. Di Gennaro,72.0,CM
B. Ketkeophomphone,72.0,WM
A. Henríquez,72.0,ST
F. Angileri,72.0,FB
A. Matri,72.0,ST
D. Banguero,72.0,FB
Nilsito Vilela,72.0,ST
Canella,72.0,FB
M. Pérez García,72.0,WM
A. Khubulov,72.0,WM
A. Costa,72.0,CB
A. Morales,72.0,CM
S. Longo,72.0,ST
L. Höler,72.0,ST
Torrejón,72.0,CB
Rogerinho,72.0,CAM
Zhang Xizhe,72.0,CF
Vítor Gomes,72.0,CM
R. van La Parra,72.0,WM
V. Le Goff,72.0,FB
Albentosa,72.0,CB
S. Khaoui,72.0,CAM
H. Goitom,72.0,ST
T. Howard,72.0,GK
C. Obasi,72.0,ST
G. Fofana,72.0,CDM
L. Andersen,72.0,ST
D. Linsmayer,72.0,CDM
M. Goicoechea,72.0,GK
Dankler,72.0,CB
J. Arango,72.0,ST
C. Chimino,72.0,FB
A. Traoré,72.0,CM
S. Viera,72.0,GK
L. Montes,72.0,CAM
J. Garro,72.0,WM
A. Warda,72.0,WM
Varela,72.0,WM
M. Cuisance,72.0,CM
J. Mercier,72.0,CDM
E. Hallfreðsson,72.0,CM
T. Sušić,72.0,CM
E. Gnahoré,72.0,CDM
N. Bertolo,72.0,WM
K. Nordfeldt,72.0,GK
R. Varga,72.0,FW
S. Yago,72.0,FB
Hugo Rubiães,72.0,CDM
J. Okore,72.0,CB
Y. Bammou,72.0,ST
B. Caicedo,72.0,FB
A. Silbeira,72.0,GK
N. Powell,72.0,CAM
O. Alanís,72.0,CB
Carleto Costinha,72.0,CM
R. Williams,72.0,CB
G. Charbonnier,72.0,ST
J. Egan,72.0,CB
L. Olaza,72.0,FB
M. Kosanović,72.0,CB
F. Cerro,72.0,CM
S. Naismith,72.0,CAM
Mauro Riboas,72.0,WAM
Rafael Lopes,72.0,ST
David García,72.0,CB
A. Mosquera,72.0,CB
O. Idrissi,72.0,FW
Yu Hanchao,72.0,WM
Hong Jeong Ho,72.0,CB
M. Schmiedebach,72.0,CDM
S. Badji,72.0,CDM
R. Gómez,72.0,WM
D. Limnios,72.0,WM
René,72.0,GK
S. Scuffet,72.0,GK
J. Rinne,72.0,GK
L. Agbenyenu,72.0,FB
Marcão,72.0,ST
J. Sala,72.0,FB
A. Bamba,72.0,FB
R. Quioto,72.0,WM
Santi da Bruma,72.0,ST
Y. En-Nesyri,72.0,ST
S. Jung,72.0,FB
R. Matos,72.0,FW
Thiago Alminxa,72.0,ST
J. Lucumi,72.0,WM
T. Chevalier,72.0,ST
S. Polter,72.0,ST
M. Møller Dæhli,72.0,WM
O. Boumal,72.0,WM
K. Boyd,72.0,ST
Douglas,72.0,FB
M. Malyshev,72.0,CDM
M. Zaracho,72.0,WM
M. Shaparenko,72.0,CAM
J. Boye,72.0,CB
V. Regini,72.0,FB
H. Martín,72.0,ST
C. Galano,72.0,ST
Cristian Lodeira,72.0,ST
Josué Sá,72.0,CB
L. Menossi,72.0,CDM
Adrián Marín,72.0,FB
Aleñá,72.0,CM
D. Maresic,72.0,CB
O. Lewicki,72.0,CM
P. Bernardoni,72.0,GK
Walter Silvieiro,72.0,ST
M. Waghorn,72.0,ST
D. Álvarez,72.0,WM
M. Castagnetti,72.0,CM
A. Davies,72.0,WM
L. Mabiala,72.0,CB
Y. Abdelhamid,72.0,CB
P. Rubio,72.0,ST
C. Strandberg,72.0,ST
A. Shabanov,72.0,CB
G. Brugman,72.0,CM
Josué da Feira,72.0,ST
C. Pinsoglio,72.0,GK
W. Foderingham,72.0,GK
D. Arias,72.0,CDM
D. Bouanga,72.0,WM
M. Olunga,72.0,ST
Murilo,72.0,WM
T. Trybull,72.0,CDM
I. Kiese Thelin,72.0,ST
T. Cardona,72.0,CB
C. Fassnacht,72.0,WM
Y. Ouattara,72.0,FW
Quique,72.0,ST
M. Günok,72.0,GK
T. Kalas,72.0,CB
A. Briançon,72.0,CB
S. Abdullahi,72.0,CB
L. Štetina,72.0,CB
K. Kerschbaumer,72.0,CDM
J. Tallo,72.0,ST
P. Díaz,72.0,CB
C. Gruezo,72.0,CDM
P. Gallese,72.0,GK
J. Morrison,72.0,CM
J. Foyth,72.0,CB
D. Villalva,72.0,FW
B. Acosta,72.0,WM
R. Vargas,72.0,CAM
M. Ducksch,72.0,ST
N. Asare,72.0,FB
J. Gressel,72.0,WM
T. Oar,72.0,WM
Fernando Bob,72.0,CDM
C. Bernardi,72.0,WM
H. Dalsgaard,72.0,FB
G. Barry,72.0,CDM
J. Bottinelli,72.0,CB
D. Dibusz,72.0,GK
I. Diomandé,72.0,CDM
Y. Al Shahrani,72.0,FB
N. Boilesen,72.0,FB
S. Ben Youssef,72.0,CB
G. Sara,72.0,GK
J. Otero,72.0,WM
A. Biyogo Poko,72.0,CDM
L. Castellanos,72.0,GK
N. Maraš,72.0,CB
T. Letschert,72.0,CB
F. Fontanini,72.0,CB
A. Hruška,72.0,GK
Martos,72.0,CB
J. Jeanvier,72.0,CB
J. Tagueu,72.0,ST
C. Terzi,72.0,CB
I. Piris,72.0,FB
S. Moreira,72.0,FB
Aketxe,72.0,CAM
S. Rieks,72.0,FB
F. Moubandje,72.0,FB
P. Ankersen,72.0,FB
C. Falletti,72.0,CF
Allano,72.0,WM
J. Morávek,72.0,CM
C. Riaño,72.0,ST
Aythami Artiles,72.0,CB
J. Risdon,72.0,FB
E. Alioski,72.0,WM
C. Robinson,72.0,WM
S. Bastien,72.0,CAM
João Talocha,72.0,FB
J. Pollersbeck,72.0,GK
M. Abeid,72.0,CDM
M. Rzatkowski,72.0,CM
Marcão,72.0,CB
Álvaro,72.0,ST
B. Perlaza,72.0,CDM
R. Sallai,72.0,FW
B. Kamara,72.0,CB
T. Beugelsdijk,72.0,CB
G. Giménez,72.0,CM
K. Lafferty,72.0,ST
L. Díaz,72.0,WM
L. Benito,72.0,FB
Raúl Lizoain,72.0,GK
L. Reyes,72.0,CDM
P. Bardsley,72.0,FB
Jonas Damasto,72.0,FB
P. Da Silva,72.0,CB
M. Rodríguez,72.0,WM
J. Hugill,72.0,ST
Thiago Cionek,72.0,CB
A. Struna,72.0,CB
R. Salinas,72.0,FB
Salva Sevilla,72.0,CM
Y. Bissouma,72.0,CM
M. Rohdén,72.0,CM
M. Demir,72.0,ST
D. Lezcano,72.0,ST
J. Puncheon,72.0,CM
M. Abarhoun,72.0,CB
W. Owusu,72.0,ST
Rúben Fernandes,72.0,CB
E. López,72.0,CAM
O. Rivero,72.0,ST
Joshuando Sá,72.0,FB
L. Martínez,72.0,CB
O. Şişmanoğlu,72.0,ST
A. Zaldívar,72.0,ST
D. Guzman,72.0,CM
J. Jones,72.0,WM
J. Güemez,72.0,CM
Jeff Meirson,72.0,FB
Camacho,72.0,FW
Nuno da Costa,72.0,ST
T. Zengin,72.0,GK
B. Jeannot,72.0,ST
M. Oikonomou,72.0,CB
P. Stojanović,72.0,FB
B. Sarmiento,72.0,CAM
J. Hamad,72.0,WM
A. Al Habsi,72.0,GK
L. Miranda,72.0,CDM
R. Holzhauser,72.0,CDM
Dani Giménez,72.0,GK
Maycon,72.0,CAM
H. Kiyotake,72.0,WM
D. Maroh,72.0,CB
E. Şen,72.0,CDM
K. Onisiwo,72.0,WM
S. Juklerød,72.0,FB
P. Stenzel,72.0,FB
M. Camara,72.0,CDM
Douglas,72.0,ST
